"Year of initiation","Short case name","Applicable IIA","Arbitral rules","Administering institution","Summary","Details of investment","Outcome of original proceedings","Respondent State","Respondent HDI","Home State of investor","Claimant HDI","Economic sector","Economic subsector","Arbitrators","Amount claimed","Amount awarded (or settled for)","Breaches alleged","Breaches found","Decisions","Individual opinions","Follow-on proceeding type","Follow-on proceeding status","Follow-on decisions","Follow-on individual opinions","ICSID annulment committee members","aPresidentC","aRespondentC","aClaimantC"
2004,"Cargill v. Poland","Poland - United States of America BIT (1990)","UNCITRAL","None","Investment: Ownership and operation of isoglucose sweetener production facilities in Poland.                        Summary: Claims arising out of Polandƒ??s imposition of quotas on isoglucose (a wheat-derived sweetener which competes with sugar), which adversely affected Cargillƒ??s investment in isoglucose-processing facilities.","Ownership and operation of isoglucose sweetener production facilities in Poland.","Decided in favour of investor","Poland","0.865","United States","0.924","Secondary: C - Manufacturing","10 - Manufacture of food products","Kaufmann-Kohler, G. - PresidentGaillard, E. - ClaimantHanotiau, B. - Respondent","150.00","16.30","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsNational treatmentArbitrary, unreasonable and/or discriminatory measures","Fair and equitable treatment/Minimum standard of treatment, including denial of justice claimsNational treatmentArbitrary, unreasonable and/or discriminatory measures","Order taking note of the discontinuance of the proceeding issued by the Tribunal dated 4 April 2005, pursuant to Arbitration Rule 49(1) of the Additional Facility RulesFinal Award dated 29 February 2008","None","Data not available","Data not available","Data not available","Data not available","Data not available","Kaufmann-Kohler, G.","Hanotiau, B.","Gaillard, E."
2004,"Cemex v. Indonesia","ASEAN Investment Agreement (1987)","ICSID","ICSID","Investment: Minority shareholding in a State-owned Indonesian cement firm.                        Summary: Claims arising out of the non-execution of claimant's contractual option to buy a majority shareholding in the State-owned entity in which it had invested, due to alleged local opposition by workers and politicians to a foreign takeover of the company.","Minority shareholding in a State-owned Indonesian cement firm.","Settled","Indonesia","0.694","Singapore","0.932","Secondary: C - Manufacturing","23 - Manufacture of other non-metallic mineral products","Fortier, L. Y. - Presidentvon Mehren, R. - ClaimantStern, B. - Respondent","400.00","337.00","Data not available","Not applicable - settled or discontinued before decision on liability","Award embodying the parties' settlement agreement dated 23 February 2007, pursuant to Arbitration Rule 43(2)","None","None","None","None","None","None","Fortier, L. Y.","Stern, B.","von Mehren, R."
2004,"CIT Group v. Argentina","Argentina - United States of America BIT (1991)","ICSID","ICSID","Investment: Portfolio investment held by local subsidiary that had entered into numerous commercial leasing agreements.                        Summary: Claims arising out of the alleged negative impacts that the government's mandatory pesification, undertaken by Argentina in its 2001-2002 economic crisis, had upon hundreds of commercial leasing agreements concluded by claimant's subsidiary and third parties, dismantling the foreign exchange financing component of CIT's investment strategy.","Portfolio investment held by local subsidiary that had entered into numerous commercial leasing agreements.","Settled","Argentina","0.825","United States","0.924","Tertiary: K - Financial and insurance activities","64 - Financial service activities, except insurance and pension funding","Dupuy, P.-M. - Presidentvon Wobeser, C. - ClaimantTomuschat, C. - Respondent","124.00","Null","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsFull protection and security, or similar","Not applicable - settled or discontinued before decision on liability","Decision on Jurisdiction dated 2 April 2007Order taking note of the discontinuance of the proceeding issued by the Tribunal dated 12 May 2009, pursuant to ICSID Arbitration Rule 44","None","None","None","None","None","None","Dupuy, P.-M.","Tomuschat, C.","von Wobeser, C."
2004,"COP v. Canada","NAFTA (1992)","UNCITRAL","None","Investment: Capital contributions to develop a television program; application for a television subsidy in Canada.                        Summary: Claims arising out of Canada's alleged imposition of discriminatory film and television subsidies, as well as employment restrictions on US citizens involved in such productions.","Capital contributions to develop a television program; application for a television subsidy in Canada.","Discontinued","Canada","0.926","United States","0.924","Tertiary: J - Information and communication","59 - Motion picture, video and television programme production, sound recording and music publishing activities","Tribunal not constituted","20.00","Null","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsNational treatmentPerformance requirements","Not applicable - settled or discontinued before decision on liability","None","None","None","None","None","None","None","NA","NA","NA"
2004,"Corn Products v. Mexico","NAFTA (1992)","ICSID AF","ICSID","Investment: Wholly-owned subsidiary engaged in the large scale production of high fructose corn syrup industry in Mexico.                        Summary: Claims arising out of Mexico's 2002 adoption of a tax on high fructose corn syrup allegedly aimed at protecting Mexico's domestic sugar producers and excluding high fructose corn syrup from the soft drink sweetener market.","Wholly-owned subsidiary engaged in the large scale production of high fructose corn syrup industry in Mexico.","Decided in favour of investor","Mexico","0.774","United States","0.924","Secondary: C - Manufacturing","10 - Manufacture of food products","Greenwood, C. - PresidentLowenfeld, A. F. - ClaimantSerrano de la Vega, J. - RespondentTron, M. - Respondent (replaced)","325.00","58.00","Indirect expropriationNational treatmentPerformance requirements","National treatment","Award dated 18 August 2009Decision on Responsibility dated 15 January 2008","Separate Opinion of Andreas F. Lowenfeld (Award)","None","None","None","None","None","Greenwood, C.","Serrano de la Vega, J.","Lowenfeld, A. F."
2004,"Credit Lyonnais v. India","France - India BIT (1997)","UNCITRAL","None","Investment: Creditor of loans associated with the financing of the Dabhol energy project in Maharashtra, India.                        Summary: Claims arising out of respondent's alleged failure to protect the investor's loans in the Dabhol combined cycle power plant project in India, the default of which resulted in significant losses to the claimant's financing of the failed project.","Creditor of loans associated with the financing of the Dabhol energy project in Maharashtra, India.","Settled","India","0.64","France","0.901","Tertiary: D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Schreuer, C. H. - UnknownGreenwood, C. - UnknownName not available - President","42.80","Non-pecuniary","Data not available","Not applicable - settled or discontinued before decision on liability","Data not available","Data not available","Data not available","Data not available","Data not available","Data not available","Data not available","Schreuer, C. H. - UnknownGreenwood, C. - UnknownName not available","NA","NA"
2004,"Credit Suisse v. India","India - Switzerland BIT (1997)","UNCITRAL","None","Investment: Creditor of loans associated with the financing of the Dabhol energy project in Maharashtra, India.                        Summary: Claims arising out of respondent's alleged failure to protect the investor's loans in the Dabhol combined cycle power plant project in India, the default of which resulted in significant losses to the claimant's financing of the failed project.","Creditor of loans associated with the financing of the Dabhol energy project in Maharashtra, India.","Settled","India","0.64","Switzerland","0.944","Tertiary: D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Schreuer, C. H. - UnknownGreenwood, C. - UnknownName not available - President","42.80","Non-pecuniary","Data not available","Not applicable - settled or discontinued before decision on liability","Data not available","Data not available","Data not available","Data not available","Data not available","Data not available","Data not available","Schreuer, C. H. - UnknownGreenwood, C. - UnknownName not available","NA","NA"
2004,"Duke Energy v. Ecuador","Ecuador - United States of America BIT (1993)","ICSID","ICSID","Investment: Ownership interest in local power generation company.                        Summary: Claims arising out of alleged breaches of several agreements entered into between the parties for electrical power generation and supply to the city of Guayaquil in Ecuador.","Ownership interest in local power generation company.","Decided in favour of investor","Ecuador","0.752","United States","0.924","Tertiary: D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Kaufmann-Kohler, G. - PresidentGÇümez-PinzÇün, E. - Claimantvan den Berg, A. J. - Respondent","25.00","5.60","Fair and equitable treatment/Minimum standard of treatment, including denial of justice claimsUmbrella clauseArbitrary, unreasonable and/or discriminatory measuresOther","Fair and equitable treatment/Minimum standard of treatment, including denial of justice claimsUmbrella clause","Award dated 18 August 2008","None","None","None","None","None","None","Kaufmann-Kohler, G.","van den Berg, A. J.","GÇümez-PinzÇün, E."
2004,"Eastern Sugar v. Czech Republic","Czech Republic - Netherlands BIT (1991)","UNCITRAL","SCC","Investment: Interests in local sugar producing facilities.                        Summary: Claims arising out of various regulatory sugar regimes put in place by the respondent from 2000 onwards; particularly, the Czech Republicƒ??s allocation of sugar quotas based on the European Unionƒ??s agricultural quota system that allegedly affected the claimant's investments.","Interests in local sugar producing facilities.","Decided in favour of investor","Czechia","0.888","Netherlands","0.931","Secondary: C - Manufacturing","10 - Manufacture of food products","Karrer, P. A. - PresidentVolterra, R. - ClaimantGaillard, E. - Respondent","113.10","33.70","Fair and equitable treatment/Minimum standard of treatment, including denial of justice claimsFull protection and security, or similarArbitrary, unreasonable and/or discriminatory measures","Fair and equitable treatment/Minimum standard of treatment, including denial of justice claimsArbitrary, unreasonable and/or discriminatory measures","Final Award dated 12 April 2007Partial Award dated 27 March 2007","Partial Dissenting Opinion of Robert Volterra (Final Award)","None","None","None","None","None","Karrer, P. A.","Gaillard, E.","Volterra, R."
2004,"Erste Bank v. India","Austria - India BIT (1999)","UNCITRAL","None","Investment: Creditor of loans associated with the financing of the Dabhol energy project in Maharashtra, India.                        Summary: Claims arising out of respondent's alleged failure to protect the investor's loans in the Dabhol combined cycle power plant project in India, the default of which resulted in significant losses to the claimant's financing of the failed project.","Creditor of loans associated with the financing of the Dabhol energy project in Maharashtra, India.","Settled","India","0.64","Austria","0.908","Tertiary: D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Data not available","42.80","Non-pecuniary","Data not available","Not applicable - settled or discontinued before decision on liability","Data not available","Data not available","Data not available","Data not available","Data not available","Data not available","Data not available","NA","NA","NA"
2004,"France Telecom v. Argentina","Argentina - France BIT (1991)","ICSID","ICSID","Investment: Shareholding in local company that had a concession agreement for telecommunication services.                        Summary: Claims arising out of the Government's modification of the tariff structure applicable to the claimant's investment, as part of a series of other measures undertaken by Argentina during its financial crisis.","Shareholding in local company that had a concession agreement for telecommunication services.","Settled","Argentina","0.825","France","0.901","Tertiary: J - Information and communication","61 - Telecommunications","Tribunal not constituted","300.00","Null","Data not available","Not applicable - settled or discontinued before decision on liability","Order taking note of the discontinuance issued by the Acting Secretary-General dated 29 March 2006, pursuant to ICSID Arbitration Rule 44","None","None","None","None","None","None","NA","NA","NA"
2004,"Gemplus v. Mexico","France - Mexico BIT (1998)","ICSID AF","ICSID","Investment: Minority shareholding in local company that had a concession agreement with the Mexican Ministry of Economy.                        Summary: Claims arising out of the revocation of a concession granted by the federal government to operate a national vehicle registry.","Minority shareholding in local company that had a concession agreement with the Mexican Ministry of Economy.","Decided in favour of investor","Mexico","0.774","France","0.901","Tertiary: M - Professional, scientific and technical activities","74 - Other professional, scientific and technical activities","Veeder, V. V. - PresidentFortier, L. Y. - ClaimantMagallÇün GÇümez, E. - Respondent","37.00","4.50","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsFull protection and security, or similarMost-favoured nation treatmentArbitrary, unreasonable and/or discriminatory measures","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claims","Award dated 16 June 2010","None","None","None","None","None","None","Veeder, V. V.","MagallÇün GÇümez, E.","Fortier, L. Y."
2004,"Grand River v. USA","NAFTA (1992)","UNCITRAL","None","Investment: Controlling shareholding and/or ownership of companies engaged in the tobacco manufacturing and distribution business.                        Summary: Claims arising out of a 1998 settlement agreement between various state's Attorney General and major tobacco companies (concluded to settle litigation by several U.S. states against certain U.S. cigarette manufacturers), and state legislation that partially implemented the settlement.","Controlling shareholding and/or ownership of companies engaged in the tobacco manufacturing and distribution business.","Decided in favour of State","United States","0.924","Canada","0.926","Secondary: C - Manufacturing","12 - Manufacture of tobacco products","Nariman, F. S. - PresidentAnaya, J. - ClaimantCrook, J. R. - Respondent","664.00","Null","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsNational treatmentMost-favoured nation treatment","None - all claims dismissed at the merits stage","Decision on Objections to Jurisdiction dated 20 July 2006Award dated 12 January 2011","None","None","None","None","None","None","Nariman, F. S.","Crook, J. R.","Anaya, J."
2004,"Interbrew v. Slovenia","Netherlands - Slovenia BIT (1996)","ICSID","ICSID","Investment: Minority shareholding in the second largest local brewer company.                        Summary: Claims arising out of the alleged role of the Slovenian Government concerning the acquisition of equity interests in the second largest local brewer Pivovarna Union.","Minority shareholding in the second largest local brewer company.","Settled","Slovenia","0.896","Netherlands","0.931","Secondary: C - Manufacturing","11 - Manufacture of beverages","Orrego VicuÇña, F. - PresidentBrower, C. N. - ClaimantFeliciano, F. P. - Respondent","Null","70.70","Data not available","Not applicable - settled or discontinued before decision on liability","Order taking note of the discontinuance issued by the Tribunal dated 18 July 2005, pursuant to ICSID Arbitration Rule 44","None","None","None","None","None","None","Orrego VicuÇña, F.","Feliciano, F. P.","Brower, C. N."
2004,"Jan de Nul and and Dredging International v. Egypt","BLEU (Belgium-Luxembourg Economic Union) - Egypt BIT (1977)BLEU (Belgium-Luxembourg Economic Union) - Egypt BIT (1999)","ICSID","ICSID","Investment: Rights under a contract concluded with Egyptian authorities to undertake a dredging project; contributions of capital and other type of assets required to perform the dredging activities.                        Summary: Claims arising out of disagreements over additional compensation allegedly due to the investor under a contract it had entered into with the Egyptian agency in charge of the operation of the Suez Canal for the deepening and widening of certain southern stretches of the Canal.","Rights under a contract concluded with Egyptian authorities to undertake a dredging project; contributions of capital and other type of assets required to perform the dredging activities.","Decided in favour of State","Egypt","0.696","Belgium","0.916","Tertiary: F - Construction","42 - Civil engineering","Kaufmann-Kohler, G. - PresidentMayer, P. - ClaimantStern, B. - Respondent","80.00","Null","Fair and equitable treatment/Minimum standard of treatment, including denial of justice claimsFull protection and security, or similarOther","None - all claims dismissed at the merits stage","Decision on Jurisdiction dated 16 June 2006Award dated 6 November 2008","None","None","None","None","None","None","Kaufmann-Kohler, G.","Stern, B.","Mayer, P."
2004,"Mobil v. Argentina","Argentina - United States of America BIT (1991)","ICSID","ICSID","Investment: Rights under gas production concessions in Argentina.                        Summary: Claims arising out of measures taken by Argentina in response to its 2001-2002 economic crisis that allegedly affected the claimants' investment.","Rights under gas production concessions in Argentina.","Decided in favour of investor","Argentina","0.825","United States","0.924","Primary: B - Mining and quarrying","6 - Extraction of crude petroleum and natural gas","Moller, G. - PresidentBernardini, P. - ClaimantRemiro BrotÇüns, A. - Respondent","513.50","196.20","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsFull protection and security, or similarUmbrella clauseArbitrary, unreasonable and/or discriminatory measures","Fair and equitable treatment/Minimum standard of treatment, including denial of justice claimsUmbrella clause","Decision on Jurisdiction and Liability dated 10 April 2013Award dated 25 February 2016","Separate Opinion of Antonio Remiro BrotÇüns (Decision on Jurisdiction and Liability)Dissenting Opinion of Antonio Remiro BrotÇüns","ICSID annulment proceedings","Award/decision upheld (ICSID annulment proceedings)","Decision on Annulment dated 8 May 2019 (ICSID annulment proceedings)","None","Hascher, D. - PresidentMourre, A. - Membervan Houtte, H. - Member","Moller, G.","Remiro BrotÇüns, A.","Bernardini, P."
2004,"Motorola v. Turkey","Turkey - United States of America BIT (1985)","ICSID","ICSID","Investment: Direct creditor of loans totalling over USD 2 billion to local company engaged in providing cellular telecommunications network.                        Summary: Claims arising out of the Governmentƒ??s take-over of the telecommunications firm Telsim in which the claimant had invested, and the enactment of legislation ordering the firm's sale and placing Turkey's own financial claims against the telecoms firm ahead of those of the claimant.","Direct creditor of loans totalling over USD 2 billion to local company engaged in providing cellular telecommunications network.","Settled","Turkey","0.791","United States","0.924","Tertiary: J - Information and communication","61 - Telecommunications","Çlvarez, H. C. - PresidentPaulsson, J. - ClaimantMayer, P. - Respondent","2000.00","500.00","Direct expropriation","Not applicable - settled or discontinued before decision on liability","Order taking note of the discontinuance issued by the Tribunal dated 21 November 2005, pursuant to Arbitration Rule 43(1)","None","None","None","None","None","None","Çlvarez, H. C.","Mayer, P.","Paulsson, J."
2004,"Offshore Power v. India","India - Netherlands BIT (1995)","UNCITRAL","None","Investment: Majority shareholding, through subsidiary company, of the Indian Dabhol Power Company.                        Summary: Claims arising out of respondent alleged failure to protect claimants' investment in the Dabhol power plant project in India, which resulted in significant losses to the claimants' financing of the failed project.","Majority shareholding, through subsidiary company, of the Indian Dabhol Power Company.","Settled","India","0.64","Netherlands","0.931","Tertiary: D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Lalonde, M. - UnknownCooke, L. - UnknownName not available - President","4000.00","Non-pecuniary","Data not available","Not applicable - settled or discontinued before decision on liability","Data not available","Data not available","Data not available","Data not available","Data not available","Data not available","Data not available","Lalonde, M. - UnknownCooke, L. - UnknownName not available","NA","NA"
2004,"OKO v. Estonia","Estonia - Germany BIT (1992)Estonia - Finland BIT (1992)","ICSID","ICSID","Investment: Rights under certain loan agreement, payment agreement, guarantee issued to secure payments under loan agreement, and certain mortgage contract.                        Summary: Claims arising out of Estonia's alleged default on a loan agreement which had been made to a joint venture Estonian company by the claimants, two Finnish banks and a German bank.","Rights under certain loan agreement, payment agreement, guarantee issued to secure payments under loan agreement, and certain mortgage contract.","Decided in favour of investor","Estonia","0.871","Finland","0.92","Tertiary: K - Financial and insurance activities","64 - Financial service activities, except insurance and pension funding","De Witt Wijnen, O. L. O. - PresidentVeeder, V. V. - ClaimantFortier, L. Y. - Respondent","30.00","17.70","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsFull protection and security, or similarUmbrella clause","Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims","Award dated 19 November 2007","None","None","None","None","None","None","De Witt Wijnen, O. L. O.","Fortier, L. Y.","Veeder, V. V."
2004,"SAUR v. Argentina","Argentina - France BIT (1991)","ICSID","ICSID","Investment: Indirect and minority shareholding in a formerly State-owned water and sewerage Argentinean company holding a concession agreement for related services.                        Summary: Claims arising out of the alleged failure of the government of the Argentine province of Mendoza to implement service tariff increases under an agreement between Saur's subsidiary and the federal government, in the wake of the State's 2001-2002 economic crisis.","Indirect and minority shareholding in a formerly State-owned water and sewerage Argentinean company holding a concession agreement for related services.","Decided in favour of investor","Argentina","0.825","France","0.901","Tertiary: E - Water supply; sewerage, waste management and remediation activitiesTertiary: E - Water supply; sewerage, waste management and remediation activities","36 - Water collection, treatment and supply37 - Sewerage","FernÇ­ndez-Armesto, J. - PresidentHanotiau, B. - ClaimantTomuschat, C. - Respondent","143.90","39.90","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsFull protection and security, or similar","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claims","Decision on Objections to Jurisdiction dated 27 February 2006Decision on Jurisdiction and Liability dated 6 June 2012Award dated 22 May 2014","None","ICSID annulment proceedings","Award/decision upheld (ICSID annulment proceedings)","Decision on Annulment dated 19 December 2016 (ICSID annulment proceedings)","None","Zuleta, E. - PresidentCastellanos Howell, A. R. - MemberYusuf, A. A. - Member","FernÇ­ndez-Armesto, J.","Tomuschat, C.","Hanotiau, B."
2004,"Standard Chartered Bank v. India","India - United Kingdom BIT (1994)","UNCITRAL","None","Investment: Creditor of loans associated with the financing of the Dabhol energy project in Maharashtra, India.                        Summary: Claims arising out of respondent's alleged failure to protect the investor's loans in the Dabhol combined cycle power plant project in India, the default of which resulted in significant losses to the claimant's financing of the failed project.","Creditor of loans associated with the financing of the Dabhol energy project in Maharashtra, India.","Settled","India","0.64","United Kingdom","0.922","Tertiary: D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Schreuer, C. H. - UnknownGreenwood, C. - UnknownName not available - President","42.80","Non-pecuniary","Data not available","Not applicable - settled or discontinued before decision on liability","Data not available","Data not available","Data not available","Data not available","Data not available","Data not available","Data not available","Schreuer, C. H. - UnknownGreenwood, C. - UnknownName not available","NA","NA"
2004,"Talsud v. Mexico","Argentina - Mexico BIT (1996)","ICSID AF","ICSID","Investment: Minority shareholding in local company that had a concession agreement with the Mexican Ministry of Economy.                        Summary: Claims arising out of the revocation of a concession granted by the federal government to operate a national vehicle registry.","Minority shareholding in local company that had a concession agreement with the Mexican Ministry of Economy.","Decided in favour of investor","Mexico","0.774","Argentina","0.825","Tertiary: M - Professional, scientific and technical activities","74 - Other professional, scientific and technical activities","Veeder, V. V. - PresidentFortier, L. Y. - ClaimantMagallÇün GÇümez, E. - Respondent","37.00","6.40","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsFull protection and security, or similarMost-favoured nation treatmentArbitrary, unreasonable and/or discriminatory measures","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claims","Award dated 16 June 2010","None","None","None","None","None","None","Veeder, V. V.","MagallÇün GÇümez, E.","Fortier, L. Y."
2004,"Telenor v. Hungary","Hungary - Norway BIT (1991)","ICSID","ICSID","Investment: Direct and indirect holdings in local company (wholly- owned subsidiary) that had a concession agreement for telecommunications services.                        Summary: Claims arising out of a series of measures adopted by the respondent with respect to telecommunications service providers that allegedly affected the operation of a concession agreement for the provision of public mobile radiotelephone services concluded between claimant's wholly owned subsidiary and the Hungarian Minister of Transport, Communications and Water Management.","Direct and indirect holdings in local company (wholly- owned subsidiary) that had a concession agreement for telecommunications services.","Decided in favour of State","Hungary","0.838","Norway","0.953","Tertiary: J - Information and communication","61 - Telecommunications","Goode, R. - PresidentAllard, N. W. - ClaimantMarriott, A. L. - Respondent","152.00","Null","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claims","None - jurisdiction declined","Award dated 13 September 2006","None","None","None","None","None","None","Goode, R.","Marriott, A. L.","Allard, N. W."
2004,"Tembec v. USA","NAFTA (1992)","UNCITRAL","ICSID","Investment: Forest products company.                        Summary: Claims arising out of a number of countervailing duties and antidumping measures adopted by the United States relating to Canadian softwood lumber products, as a result of which the claimant was required to pay duties on these products imported to the United States.","Forest products company.","Settled","United States","0.924","Canada","0.926","Primary: A - Agriculture, forestry and fishing","2 - Forestry and logging","van den Berg, A. J. - PresidentRobinson, D. R. - Unknownde Mestral, A. - Unknown","200.00","Null","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsNational treatmentMost-favoured nation treatment","Not applicable - settled or discontinued before decision on liability","Decision on Preliminary Question dated 6 June 2006Joint Order on the Costs of Arbitration and for the Termination of Certain Arbitral Proceedings dated 19 July 2007","None","Judicial review by national courts","Award/decision upheld (Judicial review by national courts)","Memorandum Opinion (on Tembec's application to vacate award), U.S. District Court for the District of Columbia, dated 14 August 2008 (Judicial review by national courts)","None","None","van den Berg, A. J.","NA","NA"
2004,"Terminal Forest v. USA","NAFTA (1992)","UNCITRAL","ICSID","Investment: Forest products company.                        Summary: Claims arising out of a number of countervailing duties and antidumping measures adopted by the United States relating to Canadian softwood lumber products, as a result of which the claimant was required to pay duties on these products imported to the United States.","Forest products company.","Settled","United States","0.924","Canada","0.926","Primary: A - Agriculture, forestry and fishing","2 - Forestry and logging","van den Berg, A. J. - PresidentRobinson, D. R. - Unknownde Mestral, A. - Unknown","90.00","Null","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsNational treatmentMost-favoured nation treatment","Not applicable - settled or discontinued before decision on liability","Decision on Preliminary Question dated 6 June 2006Joint Order on the Costs of Arbitration and for the Termination of Certain Arbitral Proceedings dated 19 July 2007","None","Judicial review by national courts","Award/decision upheld (Judicial review by national courts)","Memorandum Opinion (on Tembec's application to vacate award), U.S. District Court for the District of Columbia, dated 14 August 2008 (Judicial review by national courts)","None","None","van den Berg, A. J.","NA","NA"
2004,"Total v. Argentina","Argentina - France BIT (1991)","ICSID","ICSID","Investment: Majority and minority shareholding interests in companies operating in the gas transportation, exploration and production and power generation sectors, as well as various related licences, rights, concessions and loans.                        Summary: Claims arising out of a series of decrees and resolutions taken by Argentina in the course of an economic crisis (including restrictions on transfers, rescheduling of cash deposits and pesification of US dollar deposits) that allegedly affected the claimant's investment.","Majority and minority shareholding interests in companies operating in the gas transportation, exploration and production and power generation sectors, as well as various related licences, rights, concessions and loans.","Decided in favour of investor","Argentina","0.825","France","0.901","Tertiary: D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Sacerdoti, G. - PresidentÇlvarez, H. C. - ClaimantHerrera Marcano, L. - Respondent","940.00","269.90","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsUmbrella clauseArbitrary, unreasonable and/or discriminatory measures","Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims","Decision on Liability dated 27 December 2010Decision on Objections to Jurisdiction dated 25 August 2006Award dated 27 November 2013","Dissenting Opinion of Henri Çlvarez (Decision on Liability)Concurring Opinion of Luis Herrera Marcano (Decision on Liability)Dissenting Opinion of Henri ÇlvarezDissenting Opinion of Luis Herrera Marcano","ICSID annulment proceedings","Award/decision upheld (ICSID annulment proceedings)","Decision on Annulment dated 1 February 2016 (ICSID annulment proceedings)","None","Zuleta, E. - PresidentCastellanos Howell, A. R. - MemberCheng, T. - Member","Sacerdoti, G.","Herrera Marcano, L.","Çlvarez, H. C."
2004,"Trinh and Binh Chau v. Viet Nam (I)","Netherlands - Viet Nam BIT (1994)","UNCITRAL","SCC","Investment: Ownership of a food-processing factory, a garment factory and various tourism assets.                        Summary: Claims arising out of the alleged unlawful confiscation of real estate and other claimants' assets without compensation, including the criminal conviction of Mr. Trinh.","Ownership of a food-processing factory, a garment factory and various tourism assets.","Settled","Viet Nam","0.694","Netherlands","0.931","Secondary: C - ManufacturingTertiary: L - Real estate activities","10 - Manufacture of food products68 - Real estate activities","Baker, C. M. - PresidentHobÇ¸r, K. - UnknownStern, B. - Unknown","100.00","Null","Direct expropriation","Not applicable - settled or discontinued before decision on liability","Award dated 14 March 2007","None","None","None","None","None","None","Baker, C. M.","NA","NA"
2004,"Ulemek v. Croatia","Canada - Croatia BIT (1997)","UNCITRAL","None","Investment: Shareholding in local joint venture engaged in activities concerning office machinery and equipment.                        Summary: Claims arising out of the alleged mistreatment to claimant's investment in the Croatian joint venture Jugoturbina Select; particularly, concerning allegations that as a result of the general state of armed conflict and the claimant's Serbian ancestry, he was allegedly forced to leave Croatia in the spring of 1991, and his investment was confiscated and transferred to other companies.","Shareholding in local joint venture engaged in activities concerning office machinery and equipment.","Decided in favour of State","Croatia","0.831","Canada","0.926","Secondary: C - Manufacturing","28 - Manufacture of machinery and equipment n.e.c.","Magnusson, S. - PresidentRubins, N. - ClaimantBarbic, J. - Respondent","2.60","Null","Direct expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsFull protection and security, or similarNational treatmentMost-favoured nation treatmentOther","None - all claims dismissed at the merits stage","Award dated 28 May 2008","None","Data not available","Data not available","Data not available","Data not available","Data not available","Magnusson, S.","Barbic, J.","Rubins, N."
2004,"Vannessa Ventures v. Venezuela","Canada - Venezuela, Bolivarian Republic of BIT (1996)","ICSID AF","ICSID","Investment: Majority shareholding in a company holding a mining concession for gold and copper.                        Summary: Claims arising out of the Government's retraction of claimant's mining rights in Las Cristinas in the south east of Venezuela, one of the worldƒ??s greatest undeveloped sources of gold, under the allegation that claimant's purchase of the shares was illegal.","Majority shareholding in a company holding a mining concession for gold and copper.","Decided in favour of State","Venezuela (Bolivarian Republic of)","0.761","Canada","0.926","Primary: B - Mining and quarrying","7 - Mining of metal ores","Lowe, V. - PresidentBriner, R. - President (replaced)Veeder, V. V. - President (replaced)Brower, C. N. - ClaimantStern, B. - RespondentPaulsson, J. - Respondent (replaced)","1045.00","Null","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsFull protection and security, or similar","None - all claims dismissed at the merits stage","Decision on jurisdiction dated 22 August 2008Award dated 16 January 2013","None","None","None","None","None","None","Lowe, V.","Stern, B.","Briner, R. - 999Veeder, V. V. - 999Brower, C. N."
